,0,1,2,3,4,5,6,7,8,9,10,11,12
17863,11,14,15.0,10.0,9.0,5.0,6.0,,,,,,
17864,8,16,10.0,17.0,19.0,15.0,14.0,11.0,12.0,,,,
17865,1,2,6.0,5.0,9.0,10.0,11.0,12.0,13.0,24.0,21.0,20.0,
17866,8,9,10.0,16.0,18.0,20.0,22.0,23.0,,,,,
17867,6,8,16.0,18.0,20.0,19.0,15.0,10.0,11.0,12.0,13.0,24.0,
17868,15,19,20.0,21.0,22.0,23.0,24.0,,,,,,
17869,2,6,8.0,9.0,10.0,17.0,16.0,18.0,20.0,22.0,15.0,,
17870,2,1,3.0,12.0,11.0,14.0,15.0,19.0,,,,,
17871,12,11,10.0,15.0,22.0,21.0,20.0,19.0,,,,,
17872,1,3,12.0,13.0,24.0,23.0,14.0,11.0,10.0,15.0,,,
17873,5,9,8.0,7.0,18.0,16.0,17.0,19.0,20.0,21.0,,,
17874,22,20,19.0,15.0,10.0,9.0,,,,,,,
17875,2,1,3.0,12.0,11.0,10.0,16.0,8.0,7.0,18.0,20.0,22.0,
17876,1,3,12.0,11.0,10.0,15.0,22.0,21.0,20.0,19.0,17.0,,
17877,13,12,3.0,4.0,5.0,9.0,8.0,7.0,,,,,
17878,6,5,9.0,8.0,7.0,18.0,16.0,17.0,19.0,20.0,22.0,,
17879,7,8,16.0,17.0,19.0,20.0,21.0,22.0,15.0,14.0,,,
17880,6,5,9.0,8.0,16.0,10.0,15.0,14.0,23.0,24.0,21.0,,
17881,21,22,15.0,14.0,11.0,12.0,3.0,4.0,5.0,,,,
17882,2,6,5.0,4.0,3.0,12.0,13.0,24.0,23.0,22.0,15.0,,
17883,14,23,22.0,20.0,19.0,,,,,,,,
17884,24,21,20.0,19.0,17.0,10.0,11.0,4.0,,,,,
17885,2,1,3.0,4.0,11.0,14.0,15.0,10.0,17.0,16.0,18.0,20.0,22.0
17886,21,22,20.0,18.0,16.0,10.0,9.0,,,,,,
17887,17,16,10.0,11.0,4.0,5.0,9.0,8.0,6.0,2.0,1.0,,
17888,1,3,4.0,11.0,10.0,17.0,19.0,20.0,22.0,21.0,,,
17889,17,19,15.0,14.0,23.0,22.0,21.0,24.0,13.0,,,,
17890,14,23,22.0,20.0,18.0,16.0,17.0,,,,,,
17891,17,10,15.0,14.0,11.0,12.0,3.0,,,,,,
17892,22,15,19.0,20.0,18.0,7.0,8.0,6.0,5.0,,,,
17893,1,3,12.0,11.0,4.0,5.0,6.0,8.0,16.0,10.0,15.0,19.0,
17894,8,7,18.0,16.0,10.0,11.0,4.0,3.0,12.0,13.0,24.0,,
17895,9,5,6.0,8.0,16.0,17.0,10.0,15.0,14.0,23.0,24.0,,
17896,5,6,8.0,9.0,10.0,16.0,,,,,,,
17897,1,2,6.0,5.0,4.0,11.0,10.0,16.0,,,,,
17898,18,20,19.0,17.0,10.0,11.0,4.0,5.0,6.0,2.0,1.0,,
17899,22,20,19.0,17.0,16.0,10.0,11.0,4.0,5.0,9.0,8.0,6.0,2.0
17900,8,9,10.0,17.0,19.0,15.0,14.0,23.0,,,,,
17901,18,16,10.0,11.0,14.0,23.0,24.0,13.0,12.0,,,,
17902,1,3,4.0,5.0,6.0,8.0,16.0,17.0,19.0,20.0,22.0,,
17903,9,8,6.0,5.0,4.0,,,,,,,,
17904,1,3,4.0,11.0,10.0,17.0,19.0,15.0,14.0,23.0,,,
17905,24,21,22.0,23.0,14.0,15.0,10.0,16.0,18.0,7.0,8.0,,
17906,22,23,14.0,15.0,10.0,16.0,8.0,9.0,5.0,4.0,3.0,1.0,2.0
17907,24,23,22.0,20.0,18.0,7.0,8.0,16.0,17.0,,,,
17908,22,15,19.0,17.0,10.0,16.0,8.0,6.0,5.0,4.0,3.0,1.0,
17909,21,20,22.0,23.0,14.0,15.0,10.0,17.0,16.0,8.0,6.0,,
17910,6,2,1.0,3.0,4.0,11.0,14.0,15.0,22.0,20.0,21.0,,
17911,9,10,15.0,14.0,11.0,12.0,3.0,,,,,,
17912,22,23,14.0,11.0,4.0,5.0,6.0,2.0,1.0,,,,
17913,4,5,9.0,8.0,16.0,18.0,20.0,21.0,22.0,,,,
17914,7,18,16.0,10.0,11.0,12.0,3.0,1.0,,,,,
17915,8,7,18.0,16.0,10.0,15.0,14.0,,,,,,
17916,23,14,11.0,10.0,17.0,16.0,18.0,7.0,,,,,
17917,1,3,12.0,11.0,10.0,16.0,18.0,20.0,22.0,15.0,,,
17918,6,8,9.0,10.0,15.0,22.0,21.0,24.0,,,,,
17919,22,20,19.0,17.0,10.0,11.0,12.0,3.0,4.0,5.0,6.0,2.0,
17920,1,3,12.0,11.0,14.0,23.0,22.0,20.0,,,,,
17921,23,22,20.0,19.0,17.0,10.0,9.0,8.0,6.0,2.0,1.0,,
17922,19,15,22.0,21.0,24.0,13.0,12.0,3.0,1.0,2.0,,,
17923,19,15,10.0,16.0,8.0,7.0,,,,,,,
17924,18,20,22.0,15.0,10.0,11.0,4.0,3.0,1.0,,,,
17925,1,2,6.0,5.0,9.0,8.0,7.0,18.0,16.0,10.0,17.0,19.0,20.0
17926,22,21,24.0,13.0,12.0,11.0,4.0,5.0,9.0,8.0,6.0,,
17927,24,23,22.0,15.0,19.0,17.0,10.0,16.0,8.0,9.0,,,
17928,12,3,4.0,11.0,14.0,23.0,22.0,20.0,18.0,,,,
17929,1,2,6.0,8.0,7.0,18.0,16.0,17.0,19.0,15.0,22.0,21.0,20.0
17930,8,16,17.0,19.0,20.0,21.0,22.0,23.0,14.0,,,,
17931,19,17,16.0,18.0,20.0,21.0,22.0,15.0,14.0,11.0,12.0,3.0,1.0
17932,22,23,14.0,11.0,10.0,9.0,5.0,6.0,2.0,1.0,3.0,,
17933,2,6,8.0,9.0,5.0,4.0,11.0,10.0,16.0,18.0,20.0,,
17934,4,5,9.0,10.0,16.0,17.0,19.0,,,,,,
17935,16,17,10.0,9.0,8.0,6.0,2.0,1.0,,,,,
17936,1,3,4.0,5.0,6.0,8.0,16.0,10.0,15.0,22.0,21.0,,
17937,1,3,4.0,11.0,12.0,13.0,24.0,21.0,20.0,19.0,15.0,,
17938,20,18,16.0,10.0,11.0,4.0,5.0,,,,,,
17939,13,24,23.0,22.0,15.0,10.0,16.0,,,,,,
17940,22,20,19.0,15.0,14.0,11.0,12.0,3.0,4.0,5.0,6.0,2.0,1.0
17941,13,24,23.0,14.0,15.0,10.0,16.0,17.0,,,,,
17942,1,2,6.0,5.0,9.0,10.0,11.0,14.0,15.0,22.0,20.0,19.0,
17943,2,1,3.0,4.0,5.0,9.0,10.0,17.0,16.0,18.0,20.0,,
17944,20,18,7.0,,,,,,,,,,
17945,17,19,15.0,14.0,11.0,10.0,9.0,5.0,6.0,2.0,1.0,,
17946,24,23,22.0,20.0,19.0,15.0,14.0,11.0,10.0,9.0,,,
17947,16,17,19.0,20.0,21.0,24.0,,,,,,,
17948,19,20,18.0,16.0,17.0,10.0,9.0,,,,,,
17949,2,1,3.0,12.0,11.0,4.0,5.0,9.0,8.0,16.0,10.0,15.0,22.0
17950,9,8,7.0,18.0,20.0,22.0,21.0,24.0,13.0,,,,
17951,22,20,19.0,15.0,10.0,11.0,,,,,,,
17952,16,17,10.0,11.0,4.0,5.0,,,,,,,
17953,6,5,4.0,11.0,14.0,15.0,19.0,20.0,,,,,
17954,6,8,16.0,17.0,19.0,15.0,14.0,23.0,24.0,,,,
17955,16,10,15.0,22.0,21.0,24.0,,,,,,,
17956,6,8,16.0,10.0,17.0,19.0,15.0,22.0,21.0,24.0,23.0,,
17957,12,11,14.0,23.0,22.0,15.0,10.0,9.0,8.0,7.0,,,
17958,1,3,4.0,11.0,14.0,15.0,10.0,9.0,8.0,16.0,18.0,20.0,
17959,12,3,4.0,11.0,10.0,9.0,8.0,7.0,,,,,
17960,6,5,9.0,10.0,17.0,16.0,8.0,7.0,18.0,20.0,22.0,,
17961,24,13,12.0,11.0,4.0,5.0,9.0,10.0,17.0,16.0,8.0,6.0,
17962,6,8,16.0,10.0,11.0,14.0,15.0,19.0,,,,,
17963,5,4,11.0,14.0,15.0,22.0,21.0,,,,,,
17964,21,22,20.0,18.0,16.0,10.0,11.0,,,,,,
17965,9,10,17.0,19.0,20.0,22.0,23.0,,,,,,
17966,22,23,14.0,11.0,10.0,9.0,8.0,6.0,,,,,
17967,9,8,16.0,17.0,10.0,15.0,19.0,20.0,22.0,21.0,24.0,,
17968,17,16,10.0,15.0,14.0,23.0,22.0,21.0,24.0,,,,
17969,17,19,20.0,18.0,7.0,8.0,6.0,,,,,,
17970,3,12,13.0,24.0,23.0,14.0,15.0,22.0,20.0,18.0,7.0,,
17971,4,5,9.0,10.0,11.0,14.0,23.0,24.0,21.0,22.0,20.0,,
17972,1,2,6.0,5.0,4.0,11.0,10.0,16.0,17.0,,,,
17973,4,5,9.0,10.0,15.0,14.0,11.0,12.0,13.0,24.0,21.0,,
17974,22,21,20.0,18.0,16.0,10.0,15.0,14.0,11.0,12.0,3.0,1.0,
17975,6,8,16.0,18.0,20.0,22.0,15.0,14.0,23.0,24.0,13.0,,
17976,24,21,20.0,19.0,17.0,16.0,10.0,,,,,,
17977,23,14,11.0,10.0,9.0,5.0,4.0,3.0,1.0,2.0,6.0,,
17978,21,22,15.0,14.0,11.0,10.0,17.0,16.0,8.0,,,,
17979,21,20,18.0,16.0,10.0,15.0,14.0,11.0,12.0,3.0,4.0,,
17980,7,18,16.0,8.0,9.0,10.0,15.0,14.0,11.0,12.0,13.0,,
17981,1,2,6.0,5.0,9.0,10.0,15.0,19.0,20.0,21.0,,,
17982,6,8,16.0,10.0,11.0,14.0,23.0,24.0,21.0,22.0,,,
17983,20,18,16.0,8.0,6.0,5.0,4.0,3.0,1.0,2.0,,,
17984,14,23,22.0,21.0,20.0,18.0,,,,,,,
17985,20,19,15.0,10.0,11.0,4.0,,,,,,,
17986,22,23,24.0,21.0,20.0,19.0,15.0,10.0,9.0,8.0,6.0,,
17987,7,8,,,,,,,,,,,
17988,3,12,11.0,14.0,23.0,24.0,21.0,20.0,18.0,7.0,,,
17989,4,3,12.0,11.0,10.0,15.0,19.0,20.0,22.0,21.0,,,
17990,6,5,9.0,10.0,16.0,8.0,7.0,18.0,20.0,21.0,,,
17991,22,23,14.0,11.0,4.0,5.0,9.0,10.0,16.0,8.0,6.0,2.0,
17992,12,11,14.0,23.0,22.0,21.0,20.0,18.0,16.0,8.0,7.0,,
17993,24,21,20.0,18.0,7.0,8.0,,,,,,,
17994,1,3,4.0,11.0,14.0,15.0,19.0,20.0,21.0,22.0,23.0,,
17995,4,5,9.0,10.0,11.0,14.0,15.0,19.0,20.0,22.0,21.0,,
17996,22,15,14.0,11.0,10.0,17.0,19.0,20.0,18.0,7.0,8.0,6.0,2.0
17997,19,20,21.0,24.0,23.0,14.0,11.0,4.0,3.0,1.0,2.0,,
17998,9,10,16.0,,,,,,,,,,
17999,20,18,16.0,17.0,10.0,15.0,14.0,11.0,12.0,3.0,1.0,,
18000,17,16,18.0,20.0,22.0,15.0,14.0,11.0,12.0,3.0,1.0,,
18001,23,14,11.0,10.0,16.0,8.0,9.0,5.0,6.0,2.0,1.0,,
18002,19,20,18.0,16.0,10.0,15.0,14.0,23.0,24.0,13.0,12.0,3.0,1.0
18003,15,10,17.0,16.0,8.0,6.0,2.0,,,,,,
18004,7,8,16.0,10.0,15.0,19.0,,,,,,,
18005,19,20,22.0,15.0,14.0,11.0,4.0,,,,,,
18006,20,21,22.0,15.0,14.0,11.0,10.0,9.0,5.0,4.0,,,
18007,21,22,20.0,18.0,16.0,17.0,10.0,11.0,12.0,3.0,4.0,,
18008,4,11,10.0,15.0,14.0,23.0,22.0,20.0,18.0,,,,
18009,21,20,18.0,7.0,8.0,9.0,,,,,,,
18010,24,21,20.0,18.0,16.0,17.0,19.0,15.0,10.0,9.0,5.0,6.0,
18011,22,15,19.0,17.0,16.0,10.0,11.0,12.0,,,,,
18012,16,17,10.0,15.0,22.0,21.0,24.0,23.0,,,,,
18013,6,8,9.0,5.0,4.0,11.0,12.0,13.0,24.0,23.0,,,
18014,4,5,9.0,10.0,15.0,19.0,20.0,,,,,,
18015,18,7,8.0,6.0,5.0,4.0,3.0,12.0,,,,,
18016,21,24,13.0,12.0,3.0,4.0,5.0,9.0,,,,,
18017,22,15,14.0,11.0,12.0,3.0,4.0,5.0,,,,,
18018,20,21,22.0,23.0,14.0,15.0,10.0,11.0,12.0,3.0,1.0,,
18019,13,24,23.0,22.0,15.0,10.0,17.0,16.0,,,,,
18020,21,22,15.0,10.0,11.0,4.0,5.0,,,,,,
18021,6,5,4.0,11.0,10.0,16.0,18.0,20.0,22.0,15.0,14.0,23.0,24.0
18022,8,7,18.0,16.0,10.0,15.0,14.0,23.0,22.0,,,,
18023,1,3,4.0,5.0,9.0,8.0,16.0,17.0,19.0,20.0,21.0,,
18024,19,20,18.0,7.0,8.0,6.0,2.0,,,,,,
18025,13,24,21.0,20.0,22.0,15.0,10.0,17.0,19.0,,,,
18026,13,24,23.0,22.0,21.0,20.0,18.0,16.0,8.0,,,,
18027,23,14,15.0,22.0,20.0,19.0,,,,,,,
18028,6,5,4.0,11.0,10.0,16.0,18.0,20.0,19.0,15.0,14.0,23.0,24.0
18029,10,15,19.0,20.0,22.0,21.0,24.0,,,,,,
18030,1,2,6.0,8.0,16.0,10.0,15.0,14.0,,,,,
18031,21,22,15.0,10.0,,,,,,,,,
18032,5,9,8.0,7.0,18.0,16.0,10.0,15.0,22.0,21.0,20.0,,
18033,1,2,6.0,8.0,7.0,18.0,16.0,17.0,19.0,20.0,21.0,,
18034,1,2,6.0,5.0,9.0,10.0,16.0,18.0,20.0,21.0,22.0,,
18035,19,17,10.0,16.0,8.0,6.0,,,,,,,
18036,15,19,17.0,16.0,18.0,7.0,8.0,9.0,5.0,6.0,2.0,,
18037,8,9,10.0,17.0,19.0,,,,,,,,
18038,2,1,3.0,12.0,11.0,14.0,23.0,24.0,21.0,22.0,15.0,,
18039,13,24,23.0,22.0,20.0,19.0,17.0,16.0,,,,,
18040,11,12,13.0,24.0,21.0,20.0,22.0,,,,,,
18041,13,24,23.0,22.0,15.0,19.0,17.0,16.0,18.0,7.0,,,
18042,20,19,15.0,14.0,23.0,24.0,13.0,12.0,,,,,
18043,23,22,21.0,24.0,13.0,12.0,11.0,4.0,5.0,9.0,8.0,,
18044,13,24,23.0,14.0,11.0,10.0,16.0,17.0,19.0,,,,
18045,19,15,10.0,11.0,4.0,5.0,,,,,,,
18046,3,4,11.0,14.0,23.0,22.0,,,,,,,
18047,8,6,2.0,1.0,3.0,12.0,11.0,14.0,23.0,24.0,,,
18048,8,9,10.0,11.0,14.0,23.0,22.0,20.0,21.0,24.0,13.0,,
18049,24,23,14.0,15.0,19.0,17.0,10.0,11.0,4.0,3.0,1.0,2.0,6.0
18050,20,22,23.0,14.0,11.0,4.0,3.0,12.0,,,,,
18051,3,12,11.0,4.0,5.0,,,,,,,,
18052,18,16,8.0,6.0,5.0,9.0,10.0,11.0,4.0,,,,
18053,23,14,15.0,22.0,20.0,18.0,16.0,8.0,9.0,,,,
18054,4,11,10.0,16.0,17.0,19.0,20.0,,,,,,
18055,7,18,20.0,19.0,15.0,14.0,11.0,12.0,3.0,,,,
18056,7,8,16.0,18.0,20.0,19.0,15.0,22.0,23.0,14.0,,,
18057,1,2,6.0,5.0,9.0,10.0,11.0,14.0,15.0,22.0,21.0,,
18058,18,16,10.0,11.0,14.0,23.0,24.0,13.0,,,,,
18059,13,12,11.0,14.0,23.0,22.0,15.0,10.0,17.0,,,,
18060,8,9,10.0,17.0,19.0,15.0,14.0,23.0,22.0,,,,
18061,20,21,22.0,15.0,10.0,17.0,16.0,8.0,6.0,,,,
18062,20,21,22.0,15.0,10.0,9.0,,,,,,,
18063,23,22,15.0,19.0,20.0,18.0,16.0,8.0,7.0,,,,
18064,14,15,10.0,16.0,8.0,6.0,2.0,,,,,,
18065,20,19,15.0,22.0,23.0,14.0,11.0,10.0,9.0,,,,
18066,22,21,20.0,18.0,7.0,8.0,16.0,10.0,11.0,4.0,5.0,6.0,2.0
18067,14,15,19.0,17.0,16.0,18.0,7.0,8.0,,,,,
18068,2,1,3.0,4.0,5.0,9.0,8.0,7.0,18.0,20.0,19.0,,
18069,1,2,6.0,8.0,7.0,18.0,16.0,10.0,15.0,19.0,,,
18070,5,4,11.0,14.0,23.0,22.0,21.0,24.0,13.0,,,,
18071,13,12,11.0,14.0,23.0,22.0,15.0,19.0,,,,,
18072,23,14,15.0,10.0,16.0,8.0,6.0,5.0,4.0,3.0,1.0,,
18073,7,18,16.0,10.0,9.0,5.0,4.0,3.0,12.0,13.0,,,
18074,20,19,15.0,10.0,16.0,8.0,6.0,5.0,4.0,3.0,1.0,,
18075,12,11,14.0,23.0,22.0,15.0,10.0,9.0,8.0,,,,
18076,4,3,12.0,11.0,10.0,17.0,19.0,20.0,18.0,,,,
18077,5,9,10.0,15.0,19.0,17.0,16.0,8.0,7.0,18.0,20.0,,
18078,7,8,16.0,10.0,15.0,22.0,21.0,,,,,,
18079,1,2,6.0,8.0,7.0,18.0,20.0,21.0,22.0,15.0,10.0,17.0,19.0
18080,2,6,5.0,9.0,10.0,16.0,8.0,7.0,18.0,20.0,22.0,,
18081,1,2,6.0,8.0,7.0,18.0,20.0,22.0,23.0,,,,
18082,9,8,16.0,10.0,11.0,14.0,23.0,24.0,21.0,,,,
18083,18,16,10.0,15.0,22.0,23.0,14.0,11.0,4.0,3.0,1.0,,
18084,13,24,21.0,22.0,20.0,19.0,17.0,10.0,16.0,8.0,7.0,,
18085,5,9,10.0,11.0,12.0,13.0,24.0,21.0,20.0,,,,
18086,6,5,4.0,11.0,10.0,17.0,19.0,,,,,,
18087,7,18,20.0,22.0,21.0,24.0,23.0,14.0,11.0,12.0,,,
18088,19,15,14.0,11.0,10.0,16.0,8.0,6.0,5.0,4.0,3.0,1.0,
18089,1,3,4.0,5.0,9.0,10.0,16.0,18.0,20.0,22.0,15.0,,
18090,4,5,6.0,8.0,16.0,17.0,19.0,20.0,,,,,
18091,4,11,14.0,15.0,10.0,16.0,17.0,19.0,20.0,,,,
18092,2,6,5.0,9.0,8.0,16.0,18.0,20.0,19.0,15.0,22.0,,
18093,21,22,20.0,19.0,17.0,10.0,16.0,8.0,9.0,5.0,,,
18094,7,8,16.0,17.0,19.0,15.0,14.0,11.0,,,,,
18095,21,20,19.0,15.0,14.0,11.0,12.0,3.0,4.0,,,,
18096,10,15,14.0,23.0,22.0,21.0,24.0,,,,,,
18097,2,1,3.0,4.0,5.0,6.0,8.0,16.0,10.0,11.0,14.0,23.0,22.0
18098,19,20,22.0,23.0,14.0,,,,,,,,
18099,19,15,10.0,17.0,16.0,8.0,7.0,,,,,,
18100,10,15,19.0,,,,,,,,,,
18101,8,7,18.0,16.0,17.0,10.0,11.0,14.0,23.0,,,,
18102,8,16,10.0,11.0,14.0,15.0,22.0,,,,,,
18103,17,19,15.0,14.0,23.0,24.0,,,,,,,
18104,23,24,13.0,12.0,3.0,4.0,11.0,10.0,9.0,8.0,,,
18105,5,4,11.0,10.0,17.0,16.0,,,,,,,
18106,21,22,20.0,19.0,17.0,16.0,8.0,6.0,2.0,1.0,,,
18107,21,20,22.0,23.0,14.0,15.0,10.0,9.0,,,,,
18108,24,21,20.0,19.0,15.0,10.0,16.0,8.0,6.0,,,,
18109,16,17,19.0,15.0,14.0,11.0,12.0,3.0,,,,,
18110,23,22,21.0,24.0,13.0,12.0,11.0,10.0,16.0,8.0,,,
18111,13,24,21.0,20.0,19.0,15.0,14.0,,,,,,
18112,1,3,12.0,11.0,10.0,15.0,22.0,20.0,19.0,17.0,,,
18113,4,3,12.0,11.0,10.0,17.0,16.0,8.0,7.0,18.0,20.0,,
18114,7,18,20.0,22.0,15.0,10.0,11.0,4.0,3.0,12.0,,,
18115,5,4,11.0,10.0,15.0,19.0,17.0,16.0,18.0,20.0,,,
18116,2,6,8.0,7.0,18.0,16.0,10.0,11.0,14.0,23.0,22.0,,
18117,6,2,1.0,3.0,4.0,11.0,10.0,16.0,18.0,20.0,22.0,,
18118,2,6,8.0,7.0,18.0,16.0,17.0,10.0,15.0,22.0,20.0,,
18119,17,10,16.0,18.0,20.0,21.0,22.0,23.0,24.0,,,,
18120,22,21,20.0,19.0,17.0,10.0,16.0,8.0,9.0,5.0,6.0,2.0,
18121,1,3,12.0,11.0,4.0,5.0,9.0,8.0,16.0,10.0,15.0,19.0,
18122,6,8,7.0,18.0,20.0,22.0,15.0,10.0,11.0,12.0,13.0,,
18123,6,5,4.0,11.0,10.0,17.0,19.0,20.0,22.0,23.0,24.0,,
18124,8,7,18.0,16.0,17.0,19.0,15.0,22.0,21.0,,,,
18125,14,15,10.0,11.0,12.0,,,,,,,,
18126,6,8,7.0,18.0,20.0,19.0,17.0,10.0,15.0,22.0,21.0,,
18127,22,23,24.0,21.0,20.0,18.0,16.0,10.0,11.0,4.0,3.0,1.0,
18128,2,6,8.0,7.0,18.0,16.0,10.0,15.0,22.0,,,,
18129,22,21,20.0,18.0,16.0,10.0,11.0,4.0,5.0,,,,
18130,14,11,10.0,17.0,19.0,15.0,22.0,21.0,20.0,18.0,7.0,,
18131,9,8,16.0,18.0,20.0,22.0,,,,,,,
18132,7,18,16.0,17.0,19.0,20.0,21.0,22.0,15.0,,,,
18133,18,20,21.0,24.0,23.0,14.0,15.0,,,,,,
18134,20,22,23.0,14.0,11.0,10.0,9.0,8.0,6.0,2.0,1.0,,
18135,5,6,8.0,16.0,17.0,10.0,15.0,19.0,,,,,
18136,20,21,24.0,23.0,14.0,11.0,4.0,3.0,1.0,2.0,,,
18137,1,3,4.0,5.0,9.0,8.0,16.0,17.0,10.0,,,,
18138,23,14,15.0,22.0,21.0,,,,,,,,
18139,11,10,16.0,17.0,,,,,,,,,
18140,22,20,19.0,15.0,10.0,16.0,8.0,9.0,5.0,4.0,3.0,,
18141,21,20,18.0,16.0,8.0,9.0,5.0,4.0,3.0,1.0,,,
18142,23,22,20.0,19.0,15.0,10.0,11.0,12.0,3.0,,,,
18143,15,10,11.0,4.0,3.0,12.0,,,,,,,
18144,24,21,22.0,20.0,19.0,15.0,10.0,16.0,8.0,9.0,,,
18145,22,15,10.0,16.0,,,,,,,,,
18146,2,6,8.0,7.0,18.0,20.0,21.0,22.0,23.0,14.0,,,
18147,20,22,23.0,24.0,13.0,12.0,11.0,4.0,5.0,,,,
18148,23,22,15.0,10.0,9.0,8.0,6.0,2.0,1.0,,,,
18149,10,15,19.0,20.0,18.0,,,,,,,,
18150,7,8,16.0,17.0,19.0,15.0,,,,,,,
18151,22,21,20.0,18.0,16.0,10.0,15.0,14.0,11.0,4.0,3.0,1.0,2.0
18152,13,24,23.0,22.0,20.0,18.0,16.0,10.0,15.0,,,,
18153,1,3,12.0,11.0,10.0,9.0,8.0,16.0,17.0,19.0,20.0,,
18154,15,19,17.0,10.0,11.0,12.0,3.0,1.0,,,,,
18155,11,10,17.0,19.0,15.0,14.0,23.0,22.0,21.0,,,,
18156,21,20,18.0,16.0,10.0,11.0,4.0,5.0,,,,,
18157,12,11,10.0,16.0,17.0,19.0,20.0,18.0,7.0,,,,
18158,24,23,14.0,11.0,12.0,3.0,4.0,5.0,9.0,10.0,16.0,8.0,6.0
18159,12,11,10.0,9.0,5.0,6.0,8.0,7.0,18.0,,,,
18160,24,21,22.0,15.0,19.0,20.0,18.0,16.0,17.0,10.0,9.0,5.0,6.0
18161,1,2,6.0,5.0,9.0,10.0,15.0,14.0,,,,,
18162,2,6,8.0,9.0,5.0,4.0,11.0,10.0,17.0,16.0,18.0,20.0,22.0
18163,7,8,9.0,10.0,16.0,18.0,20.0,22.0,23.0,24.0,13.0,,
18164,1,2,6.0,5.0,9.0,8.0,7.0,18.0,20.0,22.0,,,
18165,14,23,22.0,15.0,10.0,17.0,16.0,8.0,7.0,,,,
18166,14,15,22.0,21.0,,,,,,,,,
18167,14,11,10.0,9.0,8.0,6.0,2.0,1.0,,,,,
18168,24,23,22.0,20.0,19.0,15.0,14.0,11.0,4.0,3.0,1.0,2.0,6.0
18169,8,9,10.0,15.0,19.0,,,,,,,,
18170,7,8,16.0,17.0,19.0,15.0,22.0,21.0,24.0,13.0,12.0,,
18171,20,19,15.0,10.0,16.0,8.0,9.0,5.0,4.0,3.0,1.0,,
18172,13,12,11.0,14.0,15.0,19.0,17.0,,,,,,
18173,4,3,12.0,11.0,10.0,15.0,22.0,,,,,,
18174,11,10,17.0,16.0,,,,,,,,,
18175,13,12,11.0,10.0,17.0,16.0,,,,,,,
18176,13,24,23.0,14.0,11.0,10.0,15.0,19.0,17.0,16.0,8.0,,
18177,2,1,3.0,4.0,5.0,9.0,8.0,16.0,10.0,11.0,14.0,15.0,22.0
18178,4,11,10.0,17.0,16.0,8.0,7.0,18.0,,,,,
18179,9,10,16.0,17.0,19.0,20.0,22.0,21.0,24.0,,,,
18180,24,13,12.0,11.0,10.0,15.0,22.0,21.0,20.0,18.0,16.0,8.0,6.0
18181,23,24,13.0,12.0,3.0,1.0,2.0,6.0,5.0,9.0,8.0,,
18182,24,23,14.0,15.0,19.0,20.0,18.0,16.0,,,,,
18183,1,2,6.0,5.0,9.0,10.0,17.0,16.0,8.0,7.0,18.0,20.0,22.0
18184,1,3,4.0,5.0,9.0,8.0,16.0,10.0,15.0,22.0,21.0,20.0,
18185,23,22,20.0,18.0,16.0,17.0,10.0,9.0,5.0,6.0,8.0,,
18186,9,8,7.0,18.0,16.0,17.0,10.0,11.0,12.0,13.0,24.0,,
18187,7,8,16.0,10.0,15.0,19.0,17.0,,,,,,
18188,1,3,12.0,11.0,10.0,15.0,14.0,23.0,24.0,21.0,20.0,22.0,
18189,19,17,16.0,10.0,9.0,5.0,4.0,11.0,12.0,,,,
18190,21,22,20.0,19.0,15.0,10.0,17.0,16.0,8.0,9.0,5.0,,
18191,7,18,16.0,10.0,15.0,22.0,21.0,24.0,23.0,14.0,,,
18192,18,16,10.0,15.0,14.0,11.0,4.0,,,,,,
18193,13,12,11.0,4.0,5.0,9.0,8.0,16.0,18.0,,,,
18194,23,22,15.0,10.0,17.0,16.0,8.0,,,,,,
18195,2,6,8.0,9.0,5.0,4.0,3.0,12.0,11.0,10.0,15.0,22.0,
18196,13,12,11.0,14.0,23.0,22.0,15.0,,,,,,
18197,17,19,15.0,14.0,11.0,10.0,9.0,8.0,6.0,2.0,1.0,,
18198,3,12,13.0,24.0,21.0,20.0,22.0,15.0,,,,,
18199,11,10,16.0,17.0,19.0,20.0,18.0,,,,,,
18200,22,21,20.0,19.0,15.0,10.0,11.0,,,,,,
18201,17,19,20.0,18.0,16.0,10.0,9.0,8.0,6.0,2.0,1.0,,
18202,7,8,16.0,17.0,10.0,15.0,14.0,11.0,12.0,3.0,,,
18203,20,18,16.0,17.0,19.0,15.0,10.0,9.0,8.0,6.0,2.0,1.0,
18204,6,8,16.0,10.0,15.0,14.0,23.0,,,,,,
18205,4,11,10.0,9.0,5.0,6.0,8.0,,,,,,
18206,1,3,12.0,11.0,10.0,15.0,14.0,23.0,24.0,,,,
18207,21,24,13.0,12.0,11.0,4.0,5.0,9.0,,,,,
18208,1,3,4.0,5.0,9.0,8.0,16.0,17.0,19.0,15.0,22.0,,
18209,4,3,12.0,11.0,10.0,15.0,22.0,20.0,19.0,,,,
18210,13,24,23.0,14.0,11.0,10.0,17.0,16.0,,,,,
18211,24,13,12.0,3.0,4.0,11.0,10.0,17.0,16.0,,,,
18212,17,10,9.0,5.0,6.0,,,,,,,,
18213,2,6,5.0,4.0,11.0,14.0,15.0,22.0,20.0,19.0,,,
18214,1,3,4.0,11.0,12.0,13.0,24.0,23.0,14.0,15.0,22.0,21.0,20.0
